OBJECTID,PlotKey,RecKey,DateModified,FormType,FormDate,LineKey,Observer,Recorder,DataEntry,DataErrorChecking,SoilStabSubSurface,Notes,DateLoadedInDb,PrimaryKey,DBKey,created_user,created_date,last_edited_user,last_edited_date,GlobalID
44176,1507201741159787,1507201834204726,7/20/2015 18:36:36,Soil,7/20/2015 0:00:00,,Garrett Rotert,Josh Logsdon,,,1,,2015-09-01,15072017411597872015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,8/30/2018 20:53:13,SBURNETT,7/22/2020 16:16:34,{13716326-080F-45F5-8541-56AE8866F481}
44178,1507221745579335,1507221858036069,7/22/2015 19:02:02,Soil,7/22/2015 0:00:00,,Josh Logsdon,Garrett Rotert,,,1,,2015-09-01,15072217455793352015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,8/30/2018 20:53:13,SBURNETT,7/22/2020 16:16:34,{64E835FE-6EB6-4A51-A21F-2809E381AFA4}
44179,1507230800273952,150723090712365,7/23/2015 9:10:27,Soil,7/16/2015 0:00:00,,Garrett Rotert,Josh Logsdon,Garrett Rotert,,1,,2015-09-01,15072308002739522015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,8/30/2018 20:53:13,SBURNETT,7/22/2020 16:16:34,{B77C2DEE-0F28-4E47-AF56-3F54F9A88DAA}
44601,1507011621451769,1507011717013800,7/1/2015 17:21:19,Soil,7/1/2015 0:00:00,,Josh Logsdon,Garrett Rotert,Garrett Rotert,,1,,2015-09-01,15070116214517692015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,8/30/2018 20:53:13,SBURNETT,7/22/2020 16:17:53,{67DAC6CB-0EE4-436C-BF74-4199C0D5CDA5}
44602,150720184213573,1507201943226151,7/20/2015 19:46:31,Soil,7/20/2015 0:00:00,,Garrett Rotert,Josh Logsdon,Garrett Rotert,,1,,2015-09-01,1507201842135732015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,8/30/2018 20:53:13,SBURNETT,7/22/2020 16:17:53,{15AB82AA-D23C-4F00-97FC-0A1564A08A67}
44603,1507211823079340,1507211917418453,7/21/2015 19:20:50,Soil,7/16/2015 0:00:00,,Garrett Rotert,Josh Logsdon,Garrett Rotert,,1,,2015-09-01,15072118230793402015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,8/30/2018 20:53:13,SBURNETT,7/22/2020 16:17:53,{334FAA53-37C6-44FD-8EB3-57F37A46ADFE}
44604,1507221902497288,1507222036538084,7/22/2015 20:40:57,Soil,7/21/2015 0:00:00,,Garrett Rotert,Garrett Rotert,Garrett Rotert,,1,,2015-09-01,15072219024972882015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,8/30/2018 20:53:13,SBURNETT,7/22/2020 16:17:53,{23271D60-B6F3-41F7-80E9-B55E76695504}
47402,1506180655331357,1506241925052662,6/24/2015 19:29:32,Soil,6/18/2015 0:00:00,,Josh Logsdon,Garrett Rotert,,,1,,2015-09-01,15061806553313572015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,8/30/2018 20:53:13,SBURNETT,7/22/2020 16:15:16,{A205A024-E514-47C5-B1F9-1A62F00DFFCA}
47403,150624193207316,1506250750152013,6/25/2015 7:57:25,Soil,6/16/2015 0:00:00,,Josh Logsdon,Garrett Rotert,,,1,,2015-09-01,1506241932073162015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,8/30/2018 20:53:13,SBURNETT,7/22/2020 16:15:16,{45295BBF-1DCC-4FC6-8100-1CE9D913C4CB}
47404,1506250801282801,1506250814329637,6/25/2015 8:24:23,Soil,6/22/2015 0:00:00,,Josh Logsdon,Garrett Rotert,,,1,,2015-09-01,15062508012828012015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,8/30/2018 20:53:13,SBURNETT,7/22/2020 16:15:16,{BCACD4D9-2270-4127-BE88-162FEF652E20}
47405,1506291112559562,150701145306550,7/1/2015 14:57:29,Soil,6/29/2015 0:00:00,,Garrett Rotert,Josh Logsdon,,,1,,2015-09-01,15062911125595622015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,8/30/2018 20:53:13,SBURNETT,7/22/2020 16:15:16,{FDF2B81F-4C62-49BE-B606-10BB2DE6C201}
47406,1507011506557082,1507011618136111,7/1/2015 16:20:31,Soil,7/1/2015 0:00:00,,Josh Logsdon,Garrett Rotert,,,1,,2015-09-01,15070115065570822015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,8/30/2018 20:53:13,SBURNETT,7/22/2020 16:15:17,{C1CBFF69-99B2-4437-A15C-0A153656D60D}
47980,1707121413137556,1707121437122790,10/19/2017 13:58:45,Soil,7/7/2017 0:00:00,,Tukui Rego,Tukui Rego,Tukui Rego,,1,,2017-09-01,17071214131375562017-09-01,CO_NorthwestDOGrandJunctionFO_LUP_2017_5-2a_01.mdb,DBROWNING,8/30/2018 20:53:13,DBROWNING,8/30/2018 20:53:13,{F08AC68C-080E-47A8-8989-37170DA4BD4C}
49541,1708030904164680,1708031037521077,8/3/2017 10:53:01,Soil,8/3/2017 0:00:00,,Adam Erdmann,Sara Weaver,Sara Weaver,,1,,2017-09-01,17080309041646802017-09-01,UT_MoabFO_LUP_2017_5-2_01.mdb,DBROWNING,8/30/2018 20:53:13,DBROWNING,8/30/2018 20:53:13,{757A4D9C-0DE0-4EED-8E2D-5E227A4FCBF6}
49650,1707200710222427,1707200756133057,7/20/2017 7:59:50,Soil,7/17/2017 0:00:00,,Tukui Rego,Tukui Rego,Tukui Rego,,1,,2017-09-01,17072007102224272017-09-01,CO_NorthwestDOGrandJunctionFO_LUP_2017_5-2a_01.mdb,DBROWNING,8/30/2018 20:53:13,DBROWNING,8/30/2018 20:53:13,{BB831ECB-EDC7-43BA-82EF-4302E2991191}
49998,1710030927572615,1710031016536840,10/3/2017 10:20:44,Soil,8/16/2017 0:00:00,,Tukui Rego,Christian Ramos,Jordyn Blatt,Jordyn Blatt,1,,2017-09-01,17100309275726152017-09-01,CO_NorthwestDOGrandJunctionFO_LUP_2017_5-2a_01.mdb,DBROWNING,8/30/2018 20:53:13,DBROWNING,8/30/2018 20:53:13,{AD770A84-D31F-4DC0-93FD-8C48844AFE67}
49999,1710031031174028,1710031105391335,10/3/2017 11:20:09,Soil,8/15/2017 0:00:00,,Christian Ramos,Christian Ramos,Jordyn Blatt,Jordyn Blatt,1,,2017-09-01,17100310311740282017-09-01,CO_NorthwestDOGrandJunctionFO_LUP_2017_5-2a_01.mdb,DBROWNING,8/30/2018 20:53:13,DBROWNING,8/30/2018 20:53:13,{6E3B084E-D541-4093-9DE2-EDE25C07A6AD}
50143,1707050933102857,1707051112148991,9/22/2017 11:48:49,Soil,6/20/2017 0:00:00,,Erin Kowalski,Erin Kowalski,Sami Canetti,Erin Kowalski,1,,2017-09-01,17070509331028572017-09-01,CO_GrandJunctionFO_GRSG_2017_5-2_01.mdb,DBROWNING,8/30/2018 20:53:13,DBROWNING,8/30/2018 20:53:13,{B8A97758-8BB9-4FCD-ADAC-432E798A9AFE}
54759,1808020100323562,1808080755377563,9/11/2018 14:15:07,Soil,8/6/2018 0:00:00,,Jack Champeau,Jack Champeau,Jennifer Herrera,Rachel Miller,1,,2018-09-01,18080201003235622018-09-01,CO_GunnisonFO_LUP_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{5195E2C9-3717-4F12-B76E-4D7D0D595D63}
54774,1807261442314966,1807261521414375,7/26/2018 15:24:31,Soil,7/26/2018 0:00:00,,Sheila Cloud,Tukui Rego,Tukui Rego,,1,,2018-09-01,18072614423149662018-09-01,CO_NorthwestDO_GrandJunctionFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{F04D0F35-6C51-423E-B795-455D5AF77986}
54775,180801154609797,1808011639476769,8/1/2018 16:43:30,Soil,7/16/2018 0:00:00,,Sheila Cloud,Sheila Cloud,Tukui Rego,,1,,2018-09-01,1808011546097972018-09-01,CO_NorthwestDO_GrandJunctionFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{716159E7-B8F1-465A-A0FB-7B6DE1A89658}
54783,1809101048146205,1809101305428189,9/10/2018 13:21:21,Soil,7/30/2018 0:00:00,,Sheila Cloud,Sheila Cloud,Jordyn Blatt,Jordyn Blatt,1,,2018-09-01,18091010481462052018-09-01,CO_NorthwestDO_GrandJunctionFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{F9A983B7-85A1-4A5F-9537-FCF46039AA44}
55096,1806011233451356,180607115621591,10/17/2018 16:49:48,Soil,6/5/2018 0:00:00,,Madison Morales,Meredith Talbert,Madison Morales,Nathaniel Winkler,1,,2018-09-01,18060112334513562018-09-01,CO_TresRiosFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{1A3B0388-9527-4C77-903A-694433B59545}
55097,1806011232563973,1806071303552790,10/16/2018 13:45:33,Soil,6/5/2018 0:00:00,,Meredith Talbert,Madison Morales,Madison Morales,Nathaniel Winkler,1,,2018-09-01,18060112325639732018-09-01,CO_TresRiosFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{DDBB4E86-2784-4926-91FD-18469DA56851}
55098,1806011234132783,1806071326156398,10/9/2018 10:38:26,Soil,6/6/2018 0:00:00,,Madison Morales,Nathaniel Winkler,Madison Morales,Nathaniel Winkler,1,,2018-09-01,18060112341327832018-09-01,CO_TresRiosFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{9E13ADCA-B545-483D-9BB8-170DEDC2ACA1}
55105,1806011222487733,1807230939265920,10/9/2018 9:36:35,Soil,6/13/2018 0:00:00,,Madison Morales,Nathaniel Winkler,Nathaniel Winkler,Nathaniel Winkler,1,,2018-09-01,18060112224877332018-09-01,CO_TresRiosFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{4DCEED60-4714-4FEA-96E6-FA8842A28C88}
55107,180601123439120,1807251518118217,10/9/2018 13:49:00,Soil,6/12/2018 0:00:00,,Madison Morales,Nathaniel Winkler,Nathaniel Winkler,Nathaniel Winkler,1,,2018-09-01,1806011234391202018-09-01,CO_TresRiosFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{D606CB8F-C9C3-408F-B662-BAA52F914E2B}
55112,1806011235001356,1808131105488337,10/9/2018 15:41:39,Soil,6/13/2018 0:00:00,,Meredith Talbert,Meredith Talbert,Nathaniel Winkler,Nathaniel Winkler,1,,2018-09-01,18060112350013562018-09-01,CO_TresRiosFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{2ABAD9BD-7296-4DA9-A96A-BB1C693DFDEE}
55113,1806011216372058,1808131118449406,10/9/2018 15:34:09,Soil,6/18/2018 0:00:00,,Nathaniel Winkler,Madison Morales,Nathaniel Winkler,Nathaniel Winkler,1,,2018-09-01,18060112163720582018-09-01,CO_TresRiosFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{C1657554-5AC2-49F9-B9D2-A4F07C74A329}
55129,1806011216087822,1809261349308838,10/11/2018 10:04:17,Soil,6/19/2018 0:00:00,,Madison Morales,Nathaniel Winkler,Nathaniel Winkler,Nathaniel Winkler,1,,2018-09-01,18060112160878222018-09-01,CO_TresRiosFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{601949EB-5817-4DB9-8068-E05E97F9C38D}
55140,1807261416397510,1810030823392616,10/16/2018 9:07:31,Soil,8/7/2018 0:00:00,,Nathaniel Winkler,Meredith Talbert,Madison Morales,Nathaniel Winkler,1,,2018-09-01,18072614163975102018-09-01,CO_TresRiosFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{9B9EF63A-3665-4ABD-B383-B129ADECDD1B}
55147,1804121534563410,1804121702189640,6/10/2018 20:19:04,Soil,4/11/2018 0:00:00,,Erin Kowalski,Erin Kowalski,,Mira Fishman,1,,2018-09-01,18041215345634102018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{24C885B7-A4D4-4925-A0D3-BDFBA1C0B0E9}
55148,1804121226109181,1804122208386840,6/10/2018 20:15:45,Soil,4/12/2018 0:00:00,,Erin Kowalski,Erin Kowalski,Ken Holsinger,Ken Holsinger,1,,2018-09-01,18041212261091812018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{1EE0A47E-5AE7-4F37-B18F-9F916C2A18C6}
55149,1804130853213216,1804130935271768,6/10/2018 20:26:30,Soil,4/11/2018 0:00:00,,Erin Kowalski,Erin Kowalski,,Mira Fishman,1,,2018-09-01,18041308532132162018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{CE0A0760-C256-42C8-B851-0D79B1EF6F76}
55150,1804240912589669,1804241058169714,6/10/2018 20:46:56,Soil,4/24/2018 0:00:00,,Ben Selig,Ben Selig,Mira Fishman,Laura Moreno,1,,2018-09-01,18042409125896692018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{401054B8-1211-45BF-8950-B3707664DD1C}
55151,1804271033293739,1804271125138380,10/9/2018 8:35:04,Soil,4/27/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,18042710332937392018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{7A276514-4140-4282-8A03-701B04DC73E2}
55152,1804271138129750,18042712270746,10/2/2018 17:34:42,Soil,4/26/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Ben Selig,1,,2018-09-01,18042711381297502018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{4DE4AB0F-AA46-4C96-B1C1-C7C332D2B48A}
55153,1804271248293828,1804271335194648,6/11/2018 18:49:03,Soil,4/27/2018 0:00:00,,Ben Selig,Ben Selig,Mira Fishman,Mira Fishman,1,,2018-09-01,18042712482938282018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{5855AE0E-2A87-4B3F-A02D-0B184648CE1B}
55154,1804271406162698,1804271503346411,6/11/2018 18:51:50,Soil,4/27/2018 0:00:00,,Ben Selig,Ben Selig,Mira Fishman,Mira Fishman,1,,2018-09-01,18042714061626982018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{59971C79-1A08-4606-9B76-215FF773C1B2}
55155,180501132627183,1805020656237136,6/11/2018 18:34:24,Soil,5/1/2018 0:00:00,,Mira Fishman,Mira Fishman,Mira Fishman,Mira Fishman,1,,2018-09-01,1805011326271832018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{60CE6890-DD95-4C0E-A170-FF38E96536B9}
55156,1805020708483638,1805020807184172,10/10/2018 10:47:41,Soil,4/30/2018 0:00:00,,Mira Fishman,Mira Fishman,Mira Fishman,Mira Fishman,1,,2018-09-01,18050207084836382018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{515042B4-F58F-4C54-A01B-9FB5388F4E90}
55157,1805010903352983,1805020838522031,10/9/2018 9:12:42,Soil,5/1/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,18050109033529832018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{0573FB0B-72D4-4757-8F05-EEBA53BD6576}
55158,1805020900055442,1805021022182519,10/10/2018 11:01:49,Soil,4/30/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,18050209000554422018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{9BF52F69-E3E4-4261-B68D-983C37952F1F}
55159,1805221620308148,1805221741302156,10/10/2018 14:51:05,Soil,5/22/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,18052216203081482018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{CC5ACDB2-B35A-4DA6-B584-73BECEDA1B4A}
55160,1805210726079114,1805221838003089,6/11/2018 18:40:48,Soil,5/7/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,18052107260791142018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{5592DA42-F5E7-4937-BAE9-A27B953476E5}
55161,1805080936374187,1805232042089050,10/10/2018 8:31:10,Soil,5/8/2018 0:00:00,,Mira Fishman,Mira Fishman,Mira Fishman,Mira Fishman,1,,2018-09-01,18050809363741872018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{D15786F6-D77A-4C26-9014-DE3248BF3971}
55162,1805240816286010,1805240827394943,10/10/2018 14:08:51,Soil,5/23/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,18052408162860102018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{54977059-293E-46F0-99D0-D0080330453E}
55163,180524092738255,1805240937445575,6/10/2018 21:08:28,Soil,5/23/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,1805240927382552018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{3F5610FE-88FD-4B27-AAA4-252D3AA1C49D}
55164,1805241030572554,1805241050562401,6/11/2018 15:19:28,Soil,5/24/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,18052410305725542018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{E1150FED-8E7E-45F6-8837-9D7985F76B9C}
55165,180524115909749,1805241207008385,10/10/2018 7:52:49,Soil,5/17/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,1805241159097492018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{455FE35E-C7DE-4F5B-AB4F-2C02C41A0D7B}
55166,1805300953482450,1805301003253790,10/9/2018 8:04:34,Soil,5/17/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,18053009534824502018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{29E74D87-1545-45BB-900B-CEE045B2E725}
55167,1805091400447045,1805301103304292,6/10/2018 20:57:05,Soil,5/9/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,18050914004470452018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{230330CA-A5CF-4F71-B432-57B126985E60}
55168,1805241241002854,1805301107592779,6/11/2018 18:28:41,Soil,5/17/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,18052412410028542018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{56E395CC-CB23-453C-9C63-95E95E40481C}
55169,180510113805258,1805301114385753,6/10/2018 21:15:34,Soil,5/10/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,1805101138052582018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{090E65CD-FCCD-4F72-87E5-84E4E9F5074F}
55170,1805081342471749,1805301128456080,10/10/2018 11:35:11,Soil,5/8/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,18050813424717492018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{198D10A7-DF4D-4454-85D7-6A34ED2F7D38}
55171,1805100911513202,1805301248523128,10/10/2018 14:32:11,Soil,5/10/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,18051009115132022018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{6D761A25-CB5D-407F-AE3C-EF97F732F17B}
55172,1805090943322055,1805301256332307,10/10/2018 14:34:43,Soil,5/9/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,18050909433220552018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{73BD9A0B-0137-4EE9-BCB3-D50F62A8284F}
55173,1805071220449070,1805301311358420,6/11/2018 18:56:18,Soil,5/7/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,18050712204490702018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{5018B4B3-F1A4-472A-9554-8EF00EFB45E1}
55174,1805070940359040,1805301336247023,6/11/2018 18:54:02,Soil,5/7/2018 0:00:00,,Ben Selig,Ben Selig,Ben Selig,Mira Fishman,1,,2018-09-01,18050709403590402018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:19,DBROWNING,7/24/2019 16:37:19,{B67A8F2A-F5A9-4F92-9F17-40A9BE156237}
